id_entrega,fecha_hora_salida,fecha_hora_llegada,ruta,piloto,carga_kg,region,estado_entrega
575,2025-06-06 14:22:56,2025-06-06 16:22:56,Este,María,433,La Plata,A tiempo
576,2025-07-14 03:34:28,2025-07-14 09:34:28,Oeste,Juan,454,CABA,A tiempo
577,2025-03-31 06:14:12,2025-03-31 12:14:12,Sur,Juan,484,Luján,A tiempo
578,2025-06-09 14:38:29,2025-06-09 18:38:29,Este,Carlos,208,GBA,Retrasada
579,2025-07-15 11:32:16,2025-07-15 19:32:16,Norte,Juan,319,Moreno,Cancelada
580,2025-06-01 07:32:12,2025-06-01 10:32:12,Central,Carlos,273,GBA,Retrasada
581,2024-12-08 23:04:41,2024-12-09 00:04:41,Central,Juan,130,La Plata,A tiempo
582,2025-04-14 05:45:45,2025-04-14 10:45:45,Este,Carlos,385,La Plata,A tiempo
583,2024-09-21 09:39:54,2024-09-21 13:39:54,Oeste,María,169,Luján,Retrasada
584,2025-01-20 07:20:49,2025-01-20 15:20:49,Sur,Miguel,294,Luján,A tiempo
585,2025-01-02 12:59:25,2025-01-02 14:59:25,Norte,Miguel,339,GBA,Retrasada
586,2025-09-12 11:12:55,2025-09-12 19:12:55,Oeste,Carlos,163,CABA,A tiempo
587,2025-06-29 09:23:06,2025-06-29 12:23:06,Oeste,Miguel,464,GBA,A tiempo
588,2025-08-01 23:47:46,2025-08-02 00:47:46,Norte,Juan,497,Luján,A tiempo
589,2024-09-16 22:14:09,2024-09-17 02:14:09,Sur,Carlos,482,La Plata,Cancelada
590,2025-08-14 14:33:00,2025-08-14 22:33:00,Oeste,Miguel,236,GBA,A tiempo
591,2025-02-11 16:45:07,2025-02-11 21:45:07,Oeste,María,399,GBA,A tiempo
592,2025-06-26 16:58:31,2025-06-26 21:58:31,Oeste,Juan,139,Moreno,A tiempo
593,2025-05-25 14:57:35,2025-05-25 20:57:35,Central,María,352,CABA,A tiempo
594,2025-06-03 12:39:50,2025-06-03 14:39:50,Este,Carlos,159,GBA,A tiempo
595,2024-12-25 16:01:43,2024-12-25 20:01:43,Este,Carlos,350,Luján,A tiempo
596,2025-05-09 20:11:17,2025-05-09 23:11:17,Este,Miguel,395,CABA,A tiempo
597,2025-07-17 21:21:31,2025-07-18 05:21:31,Central,Juan,76,Luján,A tiempo
598,2025-05-14 17:24:59,2025-05-15 00:24:59,Oeste,María,372,GBA,A tiempo
599,2025-04-29 13:44:10,2025-04-29 16:44:10,Oeste,María,412,La Plata,A tiempo
600,2025-06-09 07:28:19,2025-06-09 14:28:19,Sur,Miguel,305,CABA,A tiempo
601,2024-09-26 19:11:45,2024-09-27 04:11:45,Este,Miguel,196,La Plata,A tiempo
602,2025-06-12 01:23:24,2025-06-12 07:23:24,Norte,Juan,82,GBA,A tiempo
603,2025-05-20 20:46:33,2025-05-21 00:46:33,Este,Lucía,56,La Plata,A tiempo
604,2025-03-13 14:43:14,2025-03-13 22:43:14,Oeste,María,196,Moreno,A tiempo
605,2024-11-05 14:59:30,2024-11-05 15:59:30,Central,Carlos,480,Luján,A tiempo
606,2025-05-31 10:07:07,2025-05-31 13:07:07,Oeste,Lucía,284,La Plata,A tiempo
607,2025-04-27 14:45:22,2025-04-27 15:45:22,Sur,María,131,Luján,Cancelada
608,2025-05-28 15:48:37,2025-05-28 23:48:37,Oeste,Juan,272,La Plata,Retrasada
609,2025-04-19 16:23:30,2025-04-19 23:23:30,Sur,juan,184,CABA,A tiempo
610,2025-09-15 23:10:52,2025-09-16 02:10:52,Este,Lucía,271,CABA,Cancelada
611,2024-10-20 18:00:51,2024-10-21 00:00:51,Norte,Lucía,481,CABA,A tiempo
612,2025-08-07 07:48:31,2025-08-07 10:48:31,Oeste,Carlos,420,La Plata,Retrasada
613,2025-01-23 02:44:16,2025-01-23 07:44:16,Sur,Miguel,171,Luján,Retrasada
614,2025-01-26 16:01:14,2025-01-26 22:01:14,Norte,Lucía,295,GBA,Retrasada
615,2025-07-11 19:36:54,2025-07-12 01:36:54,Este,Lucía,296,Luján,A tiempo
616,2024-10-26 20:12:22,2024-10-27 04:12:22,Norte,Juan,161,Luján,A tiempo
617,2025-07-16 04:36:23,2025-07-16 13:36:23,Central,Carlos,99,Luján,A tiempo
618,2025-04-12 22:40:03,2025-04-13 07:40:03,Este,María,88,Luján,A tiempo
619,2025-07-07 00:44:43,2025-07-07 05:44:43,Norte,Lucía,466,GBA,Cancelada
620,2024-12-10 06:16:53,2024-12-10 10:16:53,Norte,Miguel,72,CABA,A tiempo
621,2025-04-23 01:49:38,2025-04-23 06:49:38,Este,María,459,CABA,Retrasada
622,2025-02-12 04:41:03,2025-02-12 09:41:03,Central,María,369,Moreno,A tiempo
623,2025-04-13 08:22:11,2025-04-13 18:22:11,Este,Miguel,200,GBA,A tiempo
624,2025-06-16 15:03:26,2025-06-16 18:03:26,Este,Lucía,116,GBA,Retrasada
625,2024-10-06 08:42:10,2024-10-06 13:42:10,Este,Miguel,256,Luján,A tiempo
626,2025-06-13 00:21:22,2025-06-13 01:21:22,Oeste,María,144,Luján,A tiempo
627,2025-06-20 12:18:56,2025-06-20 22:18:56,Oeste,Carlos,278,Moreno,Retrasada
628,2025-06-01 23:13:38,2025-06-02 03:13:38,Norte,Juan,155,GBA,A tiempo
629,2024-12-26 06:03:49,2024-12-26 08:03:49,Sur,Juan,486,Moreno,Retrasada
630,2025-06-14 04:49:41,2025-06-14 13:49:41,Oeste,Juan,348,La Plata,A tiempo
631,2024-11-27 08:14:04,2024-11-27 15:14:04,Sur,Lucía,498,CABA,Retrasada
632,2025-04-08 02:12:43,2025-04-08 04:12:43,Este,Juan,254,GBA,A tiempo
633,2025-03-20 10:54:25,2025-03-20 16:54:25,Este,Juan,246,Luján,A tiempo
634,2025-08-13 19:08:03,2025-08-13 23:08:03,Este,Juan,225,CABA,Retrasada
635,2025-07-13 21:47:12,2025-07-14 00:47:12,Sur,María,368,GBA,A tiempo
636,2025-09-07 22:21:24,2025-09-08 01:21:24,Central,Carlos,78,La Plata,A tiempo
637,2025-08-22 18:57:24,2025-08-22 20:57:24,Oeste,Carlos,160,CABA,A tiempo
638,2024-11-01 17:22:50,2024-11-02 02:22:50,Central,Lucía,281,CABA,A tiempo
639,2025-06-09 17:29:05,2025-06-09 21:29:05,Oeste,Juan,408,Luján,A tiempo
640,2024-11-26 07:24:58,2024-11-26 10:24:58,Norte,Juan,54,CABA,Retrasada
641,2025-02-27 12:38:19,2025-02-27 13:38:19,Oeste,Miguel,235,Luján,A tiempo
642,2025-04-21 11:07:57,2025-04-21 12:07:57,Este,María,378,CABA,A tiempo
643,2025-03-12 03:58:37,2025-03-12 08:58:37,Oeste,Lucía,439,GBA,Cancelada
644,2025-01-17 04:27:00,2025-01-17 06:27:00,Central,Juan,439,La Plata,A tiempo
645,2024-11-15 11:27:25,2024-11-15 18:27:25,Este,Lucía,351,GBA,A tiempo
646,2024-10-16 21:28:22,2024-10-17 04:28:22,Norte,Juan,266,GBA,A tiempo
647,2024-10-10 01:22:41,2024-10-10 05:22:41,Central,Carlos,487,CABA,Retrasada
648,2025-06-26 05:01:22,2025-06-26 09:01:22,Oeste,Carlos,146,CABA,A tiempo
649,2025-04-01 01:34:29,2025-04-01 04:34:29,Norte,Juan,355,CABA,A tiempo
650,2025-05-20 22:03:59,2025-05-21 03:03:59,Sur ,Miguel,497,Luján,A tiempo
651,2025-02-03 19:19:38,2025-02-04 05:19:38,Oeste,María,153,Luján,Cancelada
652,2025-02-16 05:03:08,2025-02-16 10:03:08,Oeste,Lucía,436,Moreno,A tiempo
653,2024-12-31 06:30:55,2024-12-31 12:30:55,Este,Miguel,418,Moreno,Retrasada
654,2025-06-18 01:39:34,2025-06-18 02:39:34,Sur,Miguel,500,CABA,Cancelada
655,2024-11-02 09:07:58,2024-11-02 17:07:58,Oeste,Juan,351,CABA,A tiempo
656,2025-05-18 19:08:53,2025-05-19 04:08:53,Oeste,María,255,Luján,Retrasada
657,2025-05-27 19:49:28,2025-05-27 22:49:28,Central,María,89,CABA,A tiempo
658,2025-06-15 11:10:47,2025-06-15 21:10:47,Sur,María,109,CABA,A tiempo
659,2025-05-29 00:53:27,2025-05-29 09:53:27,Central,Carlos,284,La Plata,Retrasada
660,2025-05-26 23:23:20,2025-05-27 06:23:20,Oeste,Miguel,320,La Plata,Retrasada
661,2025-07-01 01:29:34,2025-07-01 09:29:34,Norte,Lucía,353,La Plata,A tiempo
662,2025-05-17 00:52:08,2025-05-17 06:52:08,Sur,Carlos,413,Moreno,Retrasada
663,2025-08-21 00:55:28,2025-08-21 05:55:28,Norte,Juan,58,Moreno,Retrasada
664,2025-06-16 09:27:22,2025-06-16 11:27:22,Central,María,471,Luján,Cancelada
665,2025-02-02 04:52:39,2025-02-02 08:52:39,Este,Miguel,373,Moreno,Retrasada
666,2025-05-07 12:17:30,2025-05-07 21:17:30,Oeste,Miguel,478,CABA,A tiempo
667,2024-11-22 04:25:15,2024-11-22 11:25:15,Central,María,182,Moreno,A tiempo
668,2025-07-22 08:44:46,2025-07-22 12:44:46,Sur,María,330,La Plata,A tiempo
669,2025-05-30 21:35:23,2025-05-31 04:35:23,Norte,Lucía,74,La Plata,A tiempo
670,2024-11-18 07:18:52,2024-11-18 16:18:52,Oeste,Juan,241,CABA,A tiempo
671,2024-12-05 09:33:51,2024-12-05 14:33:51,Central,Lucía,58,GBA,Retrasada
672,2024-11-11 06:01:23,2024-11-11 12:01:23,Este,Juan,284,La Plata,A tiempo
673,2025-05-04 08:29:37,2025-05-04 13:29:37,Norte,María,189,Moreno,A tiempo
674,2024-12-24 14:27:11,2024-12-24 21:27:11,Central,Carlos,89,GBA,A tiempo
675,2024-09-20 12:49:07,2024-09-20 19:49:07,Este,Miguel,67,La Plata,Retrasada
676,2025-06-16 16:56:15,2025-06-16 18:56:15,Sur,María,328,Luján,A tiempo
677,2025-01-28 19:30:49,2025-01-28 23:30:49,Central,María,149,Luján,A tiempo
678,2024-12-09 22:28:54,2024-12-10 04:28:54,Norte,Carlos,185,CABA,A tiempo
679,2025-06-08 09:49:19,2025-06-08 18:49:19,Norte,lucía,470,Moreno,Retrasada
680,2025-08-29 04:10:59,2025-08-29 05:10:59,Sur,Carlos,242,GBA,A tiempo
681,2025-06-24 15:44:44,2025-06-24 23:44:44,Norte,Carlos,400,Moreno,Retrasada
682,2025-04-26 23:37:22,2025-04-27 03:37:22,Este,María,243,La Plata,Retrasada
683,2025-03-28 21:42:42,2025-03-29 02:42:42,Sur,Lucía,244,La Plata,A tiempo
684,2025-04-23 02:32:19,2025-04-23 03:32:19,Central,María,390,Moreno,A tiempo
685,2024-12-09 12:31:04,2024-12-09 17:31:04,Norte,Carlos,88,Moreno,Retrasada
686,2025-06-17 08:28:06,2025-06-17 17:28:06,Este,Lucía,403,Moreno,A tiempo
687,2025-08-26 10:43:42,2025-08-26 11:43:42,Central,María,136,CABA,Retrasada
688,2025-02-07 05:44:49,2025-02-07 08:44:49,Este,Juan,495,CABA,A tiempo
689,2025-01-30 17:16:30,2025-01-30 18:16:30,Sur,María,132,Luján,A tiempo
690,2025-06-06 09:50:55,2025-06-06 15:50:55,Oeste,Miguel,71,Luján,Cancelada
691,2025-02-03 03:23:10,2025-02-03 10:23:10,Norte,Lucía,229,La Plata,A tiempo
692,2025-03-31 18:47:55,2025-03-31 22:47:55,Sur,Miguel,162,La Plata,A tiempo
693,2024-09-28 14:31:36,2024-09-28 18:31:36,Central,María,98,GBA,A tiempo
694,2024-11-24 03:59:26,2024-11-24 08:59:26,Norte,Carlos,384,GBA,A tiempo
695,2025-07-13 10:44:42,2025-07-13 13:44:42,Central,Miguel,234,Moreno,A tiempo
696,2024-11-26 18:29:53,2024-11-26 23:29:53,Norte,Lucía,269,GBA,Retrasada
697,2024-12-20 01:09:32,2024-12-20 03:09:32,Este,Juan,176,La Plata,Retrasada
698,2024-10-27 01:29:19,2024-10-27 04:29:19,Este ,lucía,54,Luján,Cancelada
699,2025-08-16 01:14:24,2025-08-16 05:14:24,Oeste,Lucía,204,Luján,A tiempo
700,2025-09-01 05:30:03,2025-09-01 12:30:03,Oeste,Lucía,489,GBA,A tiempo
701,2024-12-21 16:06:00,2024-12-21 17:06:00,Norte,Juan,52,La Plata,A tiempo
702,2024-12-29 00:47:04,2024-12-29 05:47:04,Este,María,481,La Plata,Cancelada
703,2025-08-31 04:13:09,2025-08-31 06:13:09,Sur,Miguel,93,GBA,A tiempo
704,2025-06-11 23:54:56,2025-06-12 04:54:56,Norte,María,426,Luján,Retrasada
705,2025-02-16 11:08:00,2025-02-16 12:08:00,Este,Juan,151,GBA,A tiempo
706,2025-01-09 18:46:51,2025-01-09 19:46:51,Este,Juan,314,La Plata,A tiempo
707,2025-08-22 15:54:19,2025-08-22 17:54:19,Central,María,283,Moreno,A tiempo
708,2025-07-20 07:12:16,2025-07-20 16:12:16,Oeste,María,387,GBA,Retrasada
709,2024-11-02 14:20:34,2024-11-02 23:20:34,Central,Carlos,324,La Plata,A tiempo
710,2025-08-19 20:50:56,2025-08-20 06:50:56,Sur,Lucía,239,GBA,A tiempo
711,2025-03-22 21:04:28,2025-03-23 03:04:28,Sur,María,391,GBA,Retrasada
712,2024-11-07 11:02:17,2024-11-07 20:02:17,Central,Lucía,165,GBA,A tiempo
713,2025-02-15 03:52:46,2025-02-15 05:52:46,Norte,Carlos,486,Moreno,A tiempo
714,2025-08-01 15:27:59,2025-08-01 20:27:59,Sur,Carlos,365,CABA,A tiempo
715,2025-05-30 18:44:26,2025-05-31 03:44:26,Este,Lucía,255,Luján,A tiempo
716,2024-11-05 04:53:00,2024-11-05 10:53:00,Norte,Juan,101,Moreno,A tiempo
717,2024-11-26 04:25:46,2024-11-26 14:25:46,Norte,María,418,GBA,Retrasada
718,2025-07-25 08:36:00,2025-07-25 09:36:00,Este,Miguel,250,La Plata,A tiempo
719,2024-11-25 12:04:44,2024-11-25 17:04:44,Oeste,María,78,GBA,A tiempo
720,2024-12-02 17:56:53,2024-12-02 23:56:53,Oeste,María,213,GBA,A tiempo
721,2024-09-26 21:45:23,2024-09-27 07:45:23,Norte,Miguel,138,Moreno,Retrasada
722,2025-08-24 11:36:42,2025-08-24 21:36:42,Central,Juan,345,GBA,Retrasada
723,2024-12-16 03:35:45,2024-12-16 11:35:45,Este,Miguel,243,GBA,A tiempo
724,2025-06-27 00:55:32,2025-06-27 10:55:32,Norte,carlos,63,Luján,Retrasada
725,2024-12-01 09:27:31,2024-12-01 11:27:31,Central,Lucía,489,GBA,Cancelada
726,2024-09-16 23:39:00,2024-09-17 02:39:00,Este,Miguel,491,GBA,A tiempo
727,2025-09-02 22:23:44,2025-09-03 05:23:44,Norte,María,492,Luján,A tiempo
728,2024-11-18 08:41:59,2024-11-18 17:41:59,Este,Carlos,79,La Plata,Cancelada
729,2025-02-17 07:52:04,2025-02-17 12:52:04,Este,Juan,131,CABA,A tiempo
730,2024-11-30 06:33:32,2024-11-30 14:33:32,Central,Miguel,376,La Plata,Retrasada
731,2025-01-07 23:26:07,2025-01-08 02:26:07,Sur,Juan,127,GBA,A tiempo
732,2025-08-18 17:40:53,2025-08-19 02:40:53,Norte,Miguel,277,Luján,A tiempo
733,2025-08-31 09:20:14,2025-08-31 16:20:14,Norte,Lucía,281,Luján,Retrasada
734,2025-06-25 17:24:53,2025-06-25 22:24:53,Oeste,María,422,GBA,A tiempo
735,2024-11-15 12:36:42,2024-11-15 22:36:42,Oeste,Miguel,426,CABA,A tiempo
736,2025-01-16 18:03:00,2025-01-16 19:03:00,Este,Carlos,244,Luján,A tiempo
737,2025-04-24 13:07:01,2025-04-24 21:07:01,Norte,Carlos,397,Luján,A tiempo
738,2024-10-24 03:22:48,2024-10-24 12:22:48,Norte,Miguel,444,Luján,Retrasada
739,2025-06-12 22:37:03,2025-06-13 05:37:03,Oeste,María,249,Moreno,A tiempo
740,2025-03-05 21:18:42,2025-03-05 23:18:42,Oeste,Juan,226,Luján,A tiempo
741,2025-08-10 02:49:08,2025-08-10 03:49:08,Sur,Carlos,95,CABA,A tiempo
742,2025-03-20 10:08:20,2025-03-20 11:08:20,Sur,Carlos,224,GBA,Retrasada
743,2025-05-18 04:25:44,2025-05-18 05:25:44,Sur,Carlos,202,La Plata,A tiempo
744,2025-07-27 06:26:24,2025-07-27 08:26:24,Norte,Lucía,179,CABA,A tiempo
745,2024-12-06 21:56:22,2024-12-07 04:56:22,Oeste,María,187,Luján,A tiempo
746,2024-11-26 08:29:25,2024-11-26 14:29:25,Norte,Miguel,389,Moreno,Retrasada
747,2025-08-03 06:15:27,2025-08-03 14:15:27,Sur,Carlos,239,La Plata,A tiempo
748,2025-02-10 20:06:48,2025-02-11 03:06:48,Central,Carlos,448,La Plata,A tiempo
749,2024-10-31 19:25:21,2024-11-01 02:25:21,Sur,Carlos,393,CABA,A tiempo
750,2025-02-07 01:48:24,2025-02-07 06:48:24,Oeste,María,372,Moreno,Retrasada
751,2024-10-11 11:36:36,2024-10-11 12:36:36,Central,Juan,172,La Plata,Retrasada
752,2025-06-06 16:34:08,2025-06-07 02:34:08,Oeste,Juan,480,Luján,A tiempo
753,2025-02-04 08:15:59,2025-02-04 18:15:59,Norte,Lucía,115,Luján,Retrasada
754,2025-03-01 16:57:39,2025-03-02 02:57:39,Oeste,María,178,Moreno,A tiempo
755,2024-11-23 23:10:51,2024-11-24 08:10:51,Central,Miguel,104,CABA,A tiempo
756,2024-11-19 09:12:37,2024-11-19 18:12:37,Sur,Miguel,175,La Plata,Cancelada
757,2024-10-13 15:35:15,2024-10-13 21:35:15,Sur,Lucía,343,CABA,A tiempo
758,2025-04-10 08:57:46,2025-04-10 10:57:46,Norte,Miguel,383,GBA,A tiempo
759,2025-07-19 05:41:46,2025-07-19 11:41:46,Oeste,Lucía,271,Moreno,A tiempo
760,2025-03-04 04:52:28,2025-03-04 14:52:28,Norte,Miguel,405,CABA,Retrasada
761,2025-02-28 03:52:52,2025-02-28 04:52:52,Norte,Lucía,73,Luján,A tiempo
762,2024-10-28 06:52:53,2024-10-28 14:52:53,Sur,Juan,156,CABA,Retrasada
763,2024-10-19 03:19:32,2024-10-19 12:19:32,Sur,Miguel,105,Moreno,A tiempo
764,2025-04-19 13:51:37,2025-04-19 22:51:37,Central,Miguel,334,Moreno,A tiempo
765,2024-11-30 11:06:45,2024-11-30 20:06:45,Este,Miguel,169,Luján,Cancelada
766,2025-06-01 17:48:31,2025-06-01 19:48:31,Norte,Miguel,200,CABA,A tiempo
767,2025-07-31 10:51:11,2025-07-31 18:51:11,Este,lucía,415,Moreno,A tiempo
768,2025-06-19 02:15:01,2025-06-19 08:15:01,Norte,Carlos,368,Moreno,A tiempo
769,2025-07-10 11:13:51,2025-07-10 20:13:51,Central,María,167,CABA,A tiempo
770,2025-02-27 22:31:40,2025-02-28 01:31:40,Sur,Juan,424,CABA,A tiempo
771,2025-03-28 18:04:08,2025-03-28 21:04:08,Oeste,Juan,100,La Plata,A tiempo
772,2025-05-28 13:57:48,2025-05-28 21:57:48,Norte,Lucía,431,CABA,Cancelada
773,2025-02-14 14:26:01,2025-02-14 23:26:01,Norte,María,252,GBA,Retrasada
774,2025-02-26 12:37:01,2025-02-26 15:37:01,Oeste,Carlos,206,GBA,A tiempo
775,2025-03-01 17:49:37,2025-03-01 22:49:37,Norte,Lucía,446,La Plata,A tiempo
776,2025-09-06 01:02:15,2025-09-06 02:02:15,Oeste,Juan,447,Luján,Retrasada
777,2024-12-13 08:14:21,2024-12-13 09:14:21,Norte,María,405,Moreno,A tiempo
778,2025-07-23 20:35:40,2025-07-24 05:35:40,Central,Carlos,181,La Plata,Retrasada
779,2025-06-06 16:26:20,2025-06-06 17:26:20,Norte,Carlos,108,La Plata,A tiempo
780,2025-05-12 12:47:56,2025-05-12 13:47:56,Sur,Miguel,460,GBA,A tiempo
781,2025-09-07 09:30:42,2025-09-07 15:30:42,Este,María,247,GBA,A tiempo
782,2024-11-20 16:49:00,2024-11-20 18:49:00,Sur,Miguel,86,GBA,Retrasada
783,2025-02-13 12:33:15,2025-02-13 15:33:15,Oeste,Carlos,456,La Plata,Retrasada
784,2025-08-14 05:02:54,2025-08-14 06:02:54,Sur,Juan,280,Luján,A tiempo
785,2024-11-22 15:53:19,2024-11-22 16:53:19,Oeste,Miguel,453,La Plata,Cancelada
786,2025-08-23 09:47:04,2025-08-23 11:47:04,Este,Juan,274,Luján,Retrasada
787,2025-01-02 12:14:59,2025-01-02 18:14:59,Oeste,Carlos,410,La Plata,A tiempo
788,2024-12-01 21:36:55,2024-12-02 02:36:55,Central,Lucía,212,La Plata,A tiempo
789,2024-10-31 17:21:13,2024-11-01 03:21:13,Norte,María,193,GBA,Retrasada
790,2025-01-08 09:57:15,2025-01-08 11:57:15,Central,María,64,GBA,A tiempo
791,2025-02-20 11:01:17,2025-02-20 13:01:17,Sur,Lucía,135,GBA,A tiempo
792,2025-07-10 18:14:17,2025-07-11 03:14:17,Norte,Juan,228,CABA,A tiempo
793,2025-07-03 01:01:38,2025-07-03 11:01:38,Este,Carlos,347,Moreno,A tiempo
794,2025-08-24 23:27:08,2025-08-25 09:27:08,Norte,Juan,288,La Plata,Retrasada
795,2025-01-07 02:27:50,2025-01-07 09:27:50,Este,María,403,Luján,Retrasada
796,2025-07-01 16:28:30,2025-07-01 20:28:30,Este,Lucía,442,CABA,A tiempo
797,2025-05-18 00:48:09,2025-05-18 01:48:09,Sur,Miguel,320,Luján,A tiempo
798,2025-04-15 13:35:20,2025-04-15 18:35:20,Norte,Juan,162,La Plata,A tiempo
799,2024-10-27 20:17:13,2024-10-27 23:17:13,Norte,Lucía,173,CABA,A tiempo
800,2025-06-24 14:34:37,2025-06-24 21:34:37,Sur,Lucía,75,La Plata,A tiempo
801,2024-12-15 02:16:54,2024-12-15 06:16:54,Sur,Juan,91,Moreno,A tiempo
802,2024-09-25 15:54:01,2024-09-25 18:54:01,Central,Juan,160,Moreno,A tiempo
803,2024-09-30 12:31:50,2024-09-30 13:31:50,Norte,Miguel,424,Luján,A tiempo
804,2024-10-22 00:02:58,2024-10-22 05:02:58,Norte,Carlos,441,Moreno,A tiempo
805,2025-07-19 16:27:51,2025-07-19 17:27:51,Central,Miguel,486,GBA,Cancelada
806,2025-08-29 21:18:22,2025-08-30 00:18:22,Oeste,Miguel,422,La Plata,A tiempo
807,2025-01-09 20:35:38,2025-01-10 06:35:38,Central,Juan,384,GBA,A tiempo
808,2024-12-01 06:45:44,2024-12-01 10:45:44,Este,Juan,174,Luján,Retrasada
809,2025-01-25 07:25:23,2025-01-25 15:25:23,Norte,Juan,320,CABA,A tiempo
810,2025-04-12 06:30:38,2025-04-12 08:30:38,Central,Miguel,415,CABA,Retrasada
811,2025-01-17 10:52:46,2025-01-17 17:52:46,Oeste,Miguel,178,CABA,A tiempo
812,2025-02-14 11:52:42,2025-02-14 17:52:42,Norte,juan,398,GBA,A tiempo
813,2024-11-11 21:46:14,2024-11-11 22:46:14,Sur,María,334,Luján,A tiempo
814,2024-11-30 08:09:39,2024-11-30 13:09:39,Este,Carlos,131,Moreno,Retrasada
815,2025-06-21 03:48:13,2025-06-21 11:48:13,Central,María,143,CABA,Retrasada
816,2024-12-03 18:26:49,2024-12-04 01:26:49,Oeste,Miguel,269,Moreno,A tiempo
817,2024-12-12 05:24:17,2024-12-12 12:24:17,Sur,Carlos,332,Moreno,A tiempo
818,2025-01-17 07:33:23,2025-01-17 08:33:23,Sur,Juan,205,CABA,A tiempo
819,2025-06-19 22:37:57,2025-06-20 08:37:57,Sur,María,232,Moreno,Cancelada
820,2024-12-15 12:12:35,2024-12-15 18:12:35,Central,Miguel,188,La Plata,A tiempo
821,2025-08-13 01:10:14,2025-08-13 07:10:14,Oeste,Carlos,365,CABA,A tiempo
822,2024-12-11 15:31:41,2024-12-11 21:31:41,Sur,Lucía,282,Moreno,A tiempo
823,2025-06-16 11:58:04,2025-06-16 12:58:04,Este,Carlos,114,La Plata,Retrasada
824,2025-03-01 02:28:03,2025-03-01 12:28:03,Oeste ,Carlos,89,Luján,A tiempo
825,2024-11-22 13:00:22,2024-11-22 14:00:22,Sur,Miguel,148,Luján,Retrasada
826,2025-01-21 18:30:33,2025-01-22 00:30:33,Oeste,Lucía,392,La Plata,Retrasada
827,2025-05-03 17:21:25,2025-05-03 21:21:25,Norte,Miguel,396,Moreno,A tiempo
828,2024-10-08 15:19:07,2024-10-08 18:19:07,Sur,Lucía,422,CABA,A tiempo
829,2025-02-25 20:36:34,2025-02-26 01:36:34,Este,Miguel,349,La Plata,Retrasada
830,2025-05-20 05:46:14,2025-05-20 15:46:14,Oeste,María,154,Moreno,Retrasada
831,2025-06-08 17:24:39,2025-06-09 01:24:39,Norte,Miguel,249,CABA,Retrasada
832,2025-01-12 18:19:05,2025-01-13 02:19:05,Sur,María,448,La Plata,Retrasada
833,2025-02-18 09:22:23,2025-02-18 13:22:23,Este,Miguel,184,Luján,A tiempo
834,2024-10-07 21:17:39,2024-10-08 04:17:39,Central,Carlos,199,Luján,Retrasada
835,2024-12-22 12:27:10,2024-12-22 17:27:10,Norte,Lucía,433,Luján,A tiempo
836,2024-12-14 18:45:44,2024-12-14 21:45:44,Norte,Lucía,409,CABA,A tiempo
837,2025-02-14 00:58:07,2025-02-14 01:58:07,Este,Lucía,155,La Plata,A tiempo
838,2025-09-11 13:16:30,2025-09-11 16:16:30,Sur,Lucía,91,Luján,A tiempo
839,2024-10-29 02:32:13,2024-10-29 11:32:13,Este,Miguel,271,GBA,Retrasada
840,2024-12-31 14:29:36,2024-12-31 22:29:36,Central,María,159,La Plata,Retrasada
841,2025-07-18 21:02:31,2025-07-19 07:02:31,Norte,María,416,Moreno,A tiempo
842,2025-04-11 04:22:16,2025-04-11 09:22:16,Sur,Miguel,226,GBA,A tiempo
843,2025-05-26 13:01:43,2025-05-26 21:01:43,Oeste,Juan,346,Moreno,A tiempo
844,2025-07-08 04:12:50,2025-07-08 07:12:50,Oeste,María,380,GBA,A tiempo
845,2024-11-16 12:22:18,2024-11-16 15:22:18,Oeste,María,138,La Plata,A tiempo
846,2025-06-04 22:51:15,2025-06-04 23:51:15,Central,María,206,CABA,A tiempo
847,2024-11-09 06:14:03,2024-11-09 10:14:03,Sur,María,396,GBA,Retrasada
848,2025-04-06 13:25:46,2025-04-06 19:25:46,Oeste,Miguel,367,GBA,A tiempo
849,2025-04-23 20:43:55,2025-04-24 02:43:55,Norte,Carlos,386,Luján,Retrasada
850,2025-01-01 04:21:24,2025-01-01 14:21:24,Oeste,Juan,462,CABA,Cancelada
851,2025-07-01 19:13:05,2025-07-02 03:13:05,Central,Lucía,118,Moreno,A tiempo
852,2024-11-29 23:08:39,2024-11-30 00:08:39,Oeste,Carlos,186,GBA,A tiempo
853,2025-04-06 22:54:05,2025-04-07 03:54:05,Oeste,Juan,160,Moreno,A tiempo
854,2025-05-24 20:48:38,2025-05-25 05:48:38,Este,Carlos,387,CABA,Retrasada
855,2024-09-24 14:37:10,2024-09-24 22:37:10,Central,Juan,409,La Plata,A tiempo
856,2024-09-19 16:50:04,2024-09-19 19:50:04,Este,María,149,Luján,A tiempo
857,2025-05-23 21:19:58,2025-05-24 06:19:58,Sur,Juan,446,CABA,A tiempo
858,2025-03-19 07:33:25,2025-03-19 17:33:25,Sur,Carlos,72,CABA,A tiempo
859,2024-10-28 02:18:49,2024-10-28 09:18:49,Oeste,Lucía,398,Moreno,A tiempo
860,2025-06-07 22:56:11,2025-06-08 04:56:11,Sur,Miguel,465,La Plata,A tiempo
861,2024-10-08 03:16:59,2024-10-08 11:16:59,Este,María,83,Moreno,Retrasada
862,2024-11-17 19:37:49,2024-11-17 23:37:49,Norte,Miguel,311,CABA,A tiempo
